Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
94	:	1521752767.412	   701.628	0	5304564	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 94.fa
93	:	1521752758.320	   715.832	0	5270752	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 93.fa
96	:	1521752851.449	   659.504	0	3182749	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 96.fa
95	:	1521752797.339	   743.770	0	4739407	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 95.fa
97	:	1521753253.925	   757.756	0	5715519	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 97.fa
100	:	1521753449.369	   686.444	0	4888492	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 100.fa
98	:	1521753408.322	   743.684	0	3490339	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 98.fa
99	:	1521753448.736	   705.988	0	5643238	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 99.fa
103	:	1521753510.959	   680.754	0	4034301	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 103.fa
102	:	1521753474.164	   736.718	0	6133818	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 102.fa
104	:	1521753541.129	   688.108	0	7215833	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 104.fa
101	:	1521753469.061	   781.623	0	4707196	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 101.fa
110	:	1521754210.905	    63.811	0	154638	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 110.fa
105	:	1521754011.712	   684.228	0	8156951	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 105.fa
106	:	1521754135.833	   672.716	0	893609	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 106.fa
107	:	1521754152.025	   665.103	0	954139	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 107.fa
108	:	1521754154.734	   670.124	0	2089920	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 108.fa
109	:	1521754191.722	   656.295	0	2342680	0	0	blastp -evalue 1e-6 -outfmt '6 qseqid qlen sseqid slen frames pident nident length mismatch gapopen qstart qend sstart send evalue bitscore stitle' -db /users/aguang/miniconda3/envs/agalma/lib/python2.7/site-packages/agalma/blastdb/swissprot -query 109.fa
